stat,Dis,crop,year,sea,prod,met,Unnamed: 7,Unnamed: 8,Unnamed: 9
Tamil Nadu,Erode,Arhar/Tur,2007,whole_year,860,Hectare,1292.0,Tonnes,1.502325581
Tamil Nadu,Kanchipuram,Arhar/Tur,2007,whole_year,4,Hectare,3.0,Tonnes,0.75
Tamil Nadu,Karur,Arhar/Tur,2007,whole_year,2390,Hectare,938.0,Tonnes,0.392468619
Tamil Nadu,Krishnagiri,Arhar/Tur,2007,whole_year,2876,Hectare,1825.0,Tonnes,0.634561892
Tamil Nadu,Madurai,Arhar/Tur,2007,whole_year,1954,Hectare,869.0,Tonnes,0.444728762
Tamil Nadu,Namakkal,Arhar/Tur,2007,whole_year,334,Hectare,281.0,Tonnes,0.841317365
Tamil Nadu,Perambalur,Arhar/Tur,2007,whole_year,503,Hectare,188.0,Tonnes,0.373757455
Tamil Nadu,Pudukkottai,Arhar/Tur,2007,whole_year,1191,Hectare,495.0,Tonnes,0.415617128
Tamil Nadu,Salem,Arhar/Tur,2007,whole_year,682,Hectare,298.0,Tonnes,0.436950147
Tamil Nadu,Sivaganga,Arhar/Tur,2007,whole_year,120,Hectare,84.0,Tonnes,0.7
Tamil Nadu,Thanjavur,Arhar/Tur,2007,whole_year,37,Hectare,26.0,Tonnes,0.702702703
Tamil Nadu,Theni,Arhar/Tur,2007,whole_year,2083,Hectare,2452.0,Tonnes,1.177148344
Tamil Nadu,Thiruvallur,Arhar/Tur,2007,whole_year,1148,Hectare,774.0,Tonnes,0.674216028
Tamil Nadu,Thoothukudi,Arhar/Tur,2007,whole_year,510,Hectare,358.0,Tonnes,0.701960784
Tamil Nadu,Tiruchirappalli,Arhar/Tur,2007,whole_year,1153,Hectare,498.0,Tonnes,0.431916739
Tamil Nadu,Tirunelveli,Arhar/Tur,2007,whole_year,290,Hectare,203.0,Tonnes,0.7
Tamil Nadu,Tiruvannamalai,Arhar/Tur,2007,whole_year,1616,Hectare,1924.0,Tonnes,1.190594059
Tamil Nadu,Vellore,Arhar/Tur,2007,whole_year,8992,Hectare,5551.0,Tonnes,0.617326512
Tamil Nadu,Villupuram,Arhar/Tur,2007,whole_year,273,Hectare,236.0,Tonnes,0.864468864
Tamil Nadu,Virudhunagar,Arhar/Tur,2007,whole_year,319,Hectare,224.0,Tonnes,0.702194357
Tamil Nadu,Coimbatore,Bajra,2007,whole_year,569,Hectare,943.0,Tonnes,1.657293497
Tamil Nadu,Cuddalore,Bajra,2007,whole_year,1714,Hectare,2806.0,Tonnes,1.637106184
Tamil Nadu,Dharmapuri,Bajra,2007,whole_year,871,Hectare,1395.0,Tonnes,1.601607348
Tamil Nadu,Dindigul,Bajra,2007,whole_year,3382,Hectare,2700.0,Tonnes,0.798344175
Tamil Nadu,Erode,Bajra,2007,whole_year,458,Hectare,731.0,Tonnes,1.596069869
Tamil Nadu,Kanchipuram,Bajra,2007,whole_year,29,Hectare,76.0,Tonnes,2.620689655
Tamil Nadu,Karur,Bajra,2007,whole_year,2318,Hectare,648.0,Tonnes,0.279551337
Tamil Nadu,Krishnagiri,Bajra,2007,whole_year,459,Hectare,661.0,Tonnes,1.440087146
Tamil Nadu,Madurai,Bajra,2007,whole_year,4874,Hectare,6589.0,Tonnes,1.35186705
Tamil Nadu,Namakkal,Bajra,2007,whole_year,210,Hectare,358.0,Tonnes,1.704761905
Tamil Nadu,Perambalur,Bajra,2007,whole_year,638,Hectare,907.0,Tonnes,1.421630094
Tamil Nadu,Pudukkottai,Bajra,2007,whole_year,13,Hectare,34.0,Tonnes,2.615384615
Tamil Nadu,Ramanathapuram,Bajra,2007,whole_year,617,Hectare,859.0,Tonnes,1.392220421
Tamil Nadu,Salem,Bajra,2007,whole_year,924,Hectare,1033.0,Tonnes,1.117965368
Tamil Nadu,Sivaganga,Bajra,2007,whole_year,4,Hectare,5.0,Tonnes,1.25
Tamil Nadu,Thanjavur,Bajra,2007,whole_year,2,Hectare,5.0,Tonnes,2.5
Tamil Nadu,Theni,Bajra,2007,whole_year,2840,Hectare,4859.0,Tonnes,1.710915493
Tamil Nadu,Thiruvallur,Bajra,2007,whole_year,924,Hectare,2432.0,Tonnes,2.632034632
Tamil Nadu,Thoothukudi,Bajra,2007,whole_year,11140,Hectare,23740.0,Tonnes,2.131059246
Tamil Nadu,Tiruchirappalli,Bajra,2007,whole_year,2043,Hectare,976.0,Tonnes,0.47772883
Tamil Nadu,Tirunelveli,Bajra,2007,whole_year,551,Hectare,1293.0,Tonnes,2.346642468
Tamil Nadu,Tiruvannamalai,Bajra,2007,whole_year,4002,Hectare,4158.0,Tonnes,1.03898051
Tamil Nadu,Vellore,Bajra,2007,whole_year,2094,Hectare,3804.0,Tonnes,1.816618911
Tamil Nadu,Villupuram,Bajra,2007,whole_year,15172,Hectare,17242.0,Tonnes,1.136435539
Tamil Nadu,Virudhunagar,Bajra,2007,whole_year,3950,Hectare,7586.0,Tonnes,1.920506329
Tamil Nadu,Coimbatore,Banana,2007,whole_year,12126,Hectare,442181.0,Tonnes,36.46552862
Tamil Nadu,Cuddalore,Banana,2007,whole_year,4443,Hectare,163768.0,Tonnes,36.85977943
Tamil Nadu,Dharmapuri,Banana,2007,whole_year,1313,Hectare,62684.0,Tonnes,47.74105103
Tamil Nadu,Dindigul,Banana,2007,whole_year,4826,Hectare,229169.0,Tonnes,47.48632408
Tamil Nadu,Erode,Banana,2007,whole_year,10480,Hectare,571018.0,Tonnes,54.48645038
Tamil Nadu,Kanchipuram,Banana,2007,whole_year,339,Hectare,16184.0,Tonnes,47.74041298
Tamil Nadu,Kanniyakumari,Banana,2007,whole_year,5481,Hectare,171633.0,Tonnes,31.31417625
Tamil Nadu,Karur,Banana,2007,whole_year,5028,Hectare,181370.0,Tonnes,36.07199682
Tamil Nadu,Krishnagiri,Banana,2007,whole_year,2170,Hectare,103597.0,Tonnes,47.740553
Tamil Nadu,Madurai,Banana,2007,whole_year,2792,Hectare,133292.0,Tonnes,47.74068768
Tamil Nadu,Nagapattinam,Banana,2007,whole_year,609,Hectare,29074.0,Tonnes,47.74055829
Tamil Nadu,Namakkal,Banana,2007,whole_year,2522,Hectare,120402.0,Tonnes,47.740682
Tamil Nadu,Perambalur,Banana,2007,whole_year,350,Hectare,16709.0,Tonnes,47.74
Tamil Nadu,Pudukkottai,Banana,2007,whole_year,3135,Hectare,174881.0,Tonnes,55.78341308
Tamil Nadu,Ramanathapuram,Banana,2007,whole_year,115,Hectare,5490.0,Tonnes,47.73913043
Tamil Nadu,Salem,Banana,2007,whole_year,2918,Hectare,139308.0,Tonnes,47.74091844
Tamil Nadu,Sivaganga,Banana,2007,whole_year,666,Hectare,31795.0,Tonnes,47.74024024
Tamil Nadu,Thanjavur,Banana,2007,whole_year,4200,Hectare,164686.0,Tonnes,39.21095238
Tamil Nadu,The Nilgiris,Banana,2007,whole_year,755,Hectare,36044.0,Tonnes,47.74039735
Tamil Nadu,Theni,Banana,2007,whole_year,4577,Hectare,194517.0,Tonnes,42.49879834
Tamil Nadu,Thiruvallur,Banana,2007,whole_year,1572,Hectare,75048.0,Tonnes,47.74045802
Tamil Nadu,Thiruvarur,Banana,2007,whole_year,469,Hectare,22390.0,Tonnes,47.73987207
Tamil Nadu,Thoothukudi,Banana,2007,whole_year,10260,Hectare,610430.0,Tonnes,59.49610136
Tamil Nadu,Tiruchirappalli,Banana,2007,whole_year,9191,Hectare,394532.0,Tonnes,42.92590578
Tamil Nadu,Tirunelveli,Banana,2007,whole_year,10005,Hectare,384626.0,Tonnes,38.44337831
Tamil Nadu,Tiruvannamalai,Banana,2007,whole_year,3106,Hectare,233272.0,Tonnes,75.10367032
Tamil Nadu,Vellore,Banana,2007,whole_year,7155,Hectare,572173.0,Tonnes,79.96827393
Tamil Nadu,Villupuram,Banana,2007,whole_year,1229,Hectare,58673.0,Tonnes,47.74043938
Tamil Nadu,Virudhunagar,Banana,2007,whole_year,961,Hectare,45879.0,Tonnes,47.7408949
Tamil Nadu,Coimbatore,Black pepper,2007,whole_year,129,Hectare,25.0,Tonnes,0.19379845
Tamil Nadu,Dharmapuri,Black pepper,2007,whole_year,1,Hectare,,Tonnes,0.0
Tamil Nadu,Dindigul,Black pepper,2007,whole_year,684,Hectare,248.0,Tonnes,0.362573099
Tamil Nadu,Erode,Black pepper,2007,whole_year,2,Hectare,,Tonnes,0.0
Tamil Nadu,Kanniyakumari,Black pepper,2007,whole_year,90,Hectare,14.0,Tonnes,0.155555556
Tamil Nadu,Krishnagiri,Black pepper,2007,whole_year,5,Hectare,1.0,Tonnes,0.2
Tamil Nadu,Namakkal,Black pepper,2007,whole_year,144,Hectare,26.0,Tonnes,0.180555556
Tamil Nadu,Pudukkottai,Black pepper,2007,whole_year,1,Hectare,,Tonnes,0.0
Tamil Nadu,Salem,Black pepper,2007,whole_year,44,Hectare,8.0,Tonnes,0.181818182
Tamil Nadu,Thanjavur,Black pepper,2007,whole_year,8,Hectare,2.0,Tonnes,0.25
Tamil Nadu,The Nilgiris,Black pepper,2007,whole_year,1908,Hectare,368.0,Tonnes,0.192872117
Tamil Nadu,Theni,Black pepper,2007,whole_year,71,Hectare,19.0,Tonnes,0.267605634
Tamil Nadu,Tiruchirappalli,Black pepper,2007,whole_year,1,Hectare,,Tonnes,0.0
Tamil Nadu,Tirunelveli,Black pepper,2007,whole_year,41,Hectare,8.0,Tonnes,0.195121951
Tamil Nadu,Vellore,Black pepper,2007,whole_year,1,Hectare,,Tonnes,0.0
Tamil Nadu,Coimbatore,Cardamom,2007,whole_year,808,Hectare,63.0,Tonnes,0.077970297
Tamil Nadu,Dindigul,Cardamom,2007,whole_year,284,Hectare,28.0,Tonnes,0.098591549
Tamil Nadu,Erode,Cardamom,2007,whole_year,1,Hectare,,Tonnes,0.0
Tamil Nadu,Kanniyakumari,Cardamom,2007,whole_year,60,Hectare,6.0,Tonnes,0.1
Tamil Nadu,Namakkal,Cardamom,2007,whole_year,21,Hectare,1.0,Tonnes,0.047619048
Tamil Nadu,Salem,Cardamom,2007,whole_year,42,Hectare,3.0,Tonnes,0.071428571
Tamil Nadu,The Nilgiris,Cardamom,2007,whole_year,673,Hectare,63.0,Tonnes,0.093610698
Tamil Nadu,Theni,Cardamom,2007,whole_year,1484,Hectare,142.0,Tonnes,0.095687332
Tamil Nadu,Tirunelveli,Cardamom,2007,whole_year,752,Hectare,72.0,Tonnes,0.095744681
Tamil Nadu,Virudhunagar,Cardamom,2007,whole_year,279,Hectare,24.0,Tonnes,0.086021505
Tamil Nadu,Coimbatore,Cashewnut,2007,whole_year,280,Hectare,160.0,Tonnes,0.571428571
Tamil Nadu,Cuddalore,Cashewnut,2007,whole_year,30003,Hectare,32301.0,Tonnes,1.076592341
Tamil Nadu,Dharmapuri,Cashewnut,2007,whole_year,7,Hectare,4.0,Tonnes,0.571428571
Tamil Nadu,Dindigul,Cashewnut,2007,whole_year,459,Hectare,262.0,Tonnes,0.5708061
Tamil Nadu,Erode,Cashewnut,2007,whole_year,109,Hectare,62.0,Tonnes,0.568807339
Tamil Nadu,Kanchipuram,Cashewnut,2007,whole_year,310,Hectare,177.0,Tonnes,0.570967742
Tamil Nadu,Kanniyakumari,Cashewnut,2007,whole_year,1843,Hectare,742.0,Tonnes,0.402604449
Tamil Nadu,Karur,Cashewnut,2007,whole_year,30,Hectare,17.0,Tonnes,0.566666667
Tamil Nadu,Krishnagiri,Cashewnut,2007,whole_year,14,Hectare,8.0,Tonnes,0.571428571
Tamil Nadu,Madurai,Cashewnut,2007,whole_year,197,Hectare,113.0,Tonnes,0.573604061
Tamil Nadu,Nagapattinam,Cashewnut,2007,whole_year,869,Hectare,497.0,Tonnes,0.571921749
Tamil Nadu,Perambalur,Cashewnut,2007,whole_year,33231,Hectare,9130.0,Tonnes,0.274743462
Tamil Nadu,Pudukkottai,Cashewnut,2007,whole_year,8987,Hectare,2432.0,Tonnes,0.270613108
Tamil Nadu,Ramanathapuram,Cashewnut,2007,whole_year,161,Hectare,92.0,Tonnes,0.571428571
Tamil Nadu,Salem,Cashewnut,2007,whole_year,24,Hectare,14.0,Tonnes,0.583333333
Tamil Nadu,Sivaganga,Cashewnut,2007,whole_year,4637,Hectare,908.0,Tonnes,0.195816261
Tamil Nadu,Thanjavur,Cashewnut,2007,whole_year,2236,Hectare,1269.0,Tonnes,0.567531306
Tamil Nadu,Theni,Cashewnut,2007,whole_year,5818,Hectare,3138.0,Tonnes,0.539360605
Tamil Nadu,Thiruvallur,Cashewnut,2007,whole_year,240,Hectare,137.0,Tonnes,0.570833333
Tamil Nadu,Thiruvarur,Cashewnut,2007,whole_year,3,Hectare,2.0,Tonnes,0.666666667
Tamil Nadu,Thoothukudi,Cashewnut,2007,whole_year,789,Hectare,451.0,Tonnes,0.571609632
Tamil Nadu,Tiruchirappalli,Cashewnut,2007,whole_year,801,Hectare,458.0,Tonnes,0.571785268
Tamil Nadu,Tirunelveli,Cashewnut,2007,whole_year,5107,Hectare,4328.0,Tonnes,0.847464265
Tamil Nadu,Tiruvannamalai,Cashewnut,2007,whole_year,12,Hectare,7.0,Tonnes,0.583333333
Tamil Nadu,Vellore,Cashewnut,2007,whole_year,26,Hectare,15.0,Tonnes,0.576923077
Tamil Nadu,Villupuram,Cashewnut,2007,whole_year,5047,Hectare,1142.0,Tonnes,0.226273033
Tamil Nadu,Virudhunagar,Cashewnut,2007,whole_year,69,Hectare,39.0,Tonnes,0.565217391
Tamil Nadu,Coimbatore,Castor seed,2007,whole_year,198,Hectare,73.0,Tonnes,0.368686869
Tamil Nadu,Cuddalore,Castor seed,2007,whole_year,9,Hectare,6.0,Tonnes,0.666666667
Tamil Nadu,Dharmapuri,Castor seed,2007,whole_year,77,Hectare,26.0,Tonnes,0.337662338
Tamil Nadu,Dindigul,Castor seed,2007,whole_year,115,Hectare,47.0,Tonnes,0.408695652
Tamil Nadu,Erode,Castor seed,2007,whole_year,803,Hectare,222.0,Tonnes,0.276463263
Tamil Nadu,Kanchipuram,Castor seed,2007,whole_year,11,Hectare,2.0,Tonnes,0.181818182
Tamil Nadu,Karur,Castor seed,2007,whole_year,13,Hectare,6.0,Tonnes,0.461538462
Tamil Nadu,Krishnagiri,Castor seed,2007,whole_year,440,Hectare,151.0,Tonnes,0.343181818
Tamil Nadu,Madurai,Castor seed,2007,whole_year,249,Hectare,87.0,Tonnes,0.34939759
Tamil Nadu,Namakkal,Castor seed,2007,whole_year,1762,Hectare,530.0,Tonnes,0.300794552
Tamil Nadu,Perambalur,Castor seed,2007,whole_year,149,Hectare,50.0,Tonnes,0.33557047
Tamil Nadu,Pudukkottai,Castor seed,2007,whole_year,4,Hectare,1.0,Tonnes,0.25
Tamil Nadu,Salem,Castor seed,2007,whole_year,364,Hectare,110.0,Tonnes,0.302197802
Tamil Nadu,Thanjavur,Castor seed,2007,whole_year,3,Hectare,1.0,Tonnes,0.333333333
Tamil Nadu,Theni,Castor seed,2007,whole_year,111,Hectare,21.0,Tonnes,0.189189189
Tamil Nadu,Thiruvallur,Castor seed,2007,whole_year,13,Hectare,4.0,Tonnes,0.307692308
Tamil Nadu,Thoothukudi,Castor seed,2007,whole_year,312,Hectare,92.0,Tonnes,0.294871795
Tamil Nadu,Tiruchirappalli,Castor seed,2007,whole_year,184,Hectare,61.0,Tonnes,0.331521739
Tamil Nadu,Tirunelveli,Castor seed,2007,whole_year,108,Hectare,26.0,Tonnes,0.240740741
Tamil Nadu,Tiruvannamalai,Castor seed,2007,whole_year,56,Hectare,22.0,Tonnes,0.392857143
Tamil Nadu,Vellore,Castor seed,2007,whole_year,133,Hectare,50.0,Tonnes,0.37593985
Tamil Nadu,Villupuram,Castor seed,2007,whole_year,46,Hectare,31.0,Tonnes,0.673913043
Tamil Nadu,Virudhunagar,Castor seed,2007,whole_year,24,Hectare,5.0,Tonnes,0.208333333
Tamil Nadu,Coimbatore,Coconut,2007,whole_year,107106,Hectare,1597800000.0,Nuts,14917.93177
Tamil Nadu,Cuddalore,Coconut,2007,whole_year,2497,Hectare,35100000.0,Nuts,14056.86824
Tamil Nadu,Dharmapuri,Coconut,2007,whole_year,8696,Hectare,165100000.0,Nuts,18985.74057
Tamil Nadu,Dindigul,Coconut,2007,whole_year,25488,Hectare,426800000.0,Nuts,16745.13497
Tamil Nadu,Erode,Coconut,2007,whole_year,19447,Hectare,278400000.0,Nuts,14315.83278
Tamil Nadu,Kanchipuram,Coconut,2007,whole_year,3519,Hectare,40200000.0,Nuts,11423.69991
Tamil Nadu,Kanniyakumari,Coconut,2007,whole_year,24864,Hectare,262200000.0,Nuts,10545.3668
Tamil Nadu,Karur,Coconut,2007,whole_year,5177,Hectare,60100000.0,Nuts,11609.03998
Tamil Nadu,Krishnagiri,Coconut,2007,whole_year,14464,Hectare,206000000.0,Nuts,14242.25664
Tamil Nadu,Madurai,Coconut,2007,whole_year,10660,Hectare,167500000.0,Nuts,15712.94559
Tamil Nadu,Nagapattinam,Coconut,2007,whole_year,4241,Hectare,60400000.0,Nuts,14241.92407
Tamil Nadu,Namakkal,Coconut,2007,whole_year,5434,Hectare,99000000.0,Nuts,18218.62348
Tamil Nadu,Perambalur,Coconut,2007,whole_year,926,Hectare,4700000.0,Nuts,5075.593952
Tamil Nadu,Pudukkottai,Coconut,2007,whole_year,6801,Hectare,102700000.0,Nuts,15100.72048
Tamil Nadu,Ramanathapuram,Coconut,2007,whole_year,8449,Hectare,141100000.0,Nuts,16700.20121
Tamil Nadu,Salem,Coconut,2007,whole_year,13490,Hectare,192000000.0,Nuts,14232.76501
Tamil Nadu,Sivaganga,Coconut,2007,whole_year,6167,Hectare,57700000.0,Nuts,9356.251013
Tamil Nadu,Thanjavur,Coconut,2007,whole_year,30305,Hectare,467200000.0,Nuts,15416.59792
Tamil Nadu,The Nilgiris,Coconut,2007,whole_year,79,Hectare,100000.0,Nuts,1265.822785
Tamil Nadu,Theni,Coconut,2007,whole_year,16576,Hectare,242500000.0,Nuts,14629.58494
Tamil Nadu,Thiruvallur,Coconut,2007,whole_year,1120,Hectare,8400000.0,Nuts,7500.0
Tamil Nadu,Thiruvarur,Coconut,2007,whole_year,5374,Hectare,126300000.0,Nuts,23502.04689
Tamil Nadu,Thoothukudi,Coconut,2007,whole_year,6385,Hectare,54700000.0,Nuts,8566.953798
Tamil Nadu,Tiruchirappalli,Coconut,2007,whole_year,6374,Hectare,90800000.0,Nuts,14245.37182
Tamil Nadu,Tirunelveli,Coconut,2007,whole_year,15398,Hectare,223000000.0,Nuts,14482.40031
Tamil Nadu,Tiruvannamalai,Coconut,2007,whole_year,792,Hectare,13100000.0,Nuts,16540.40404
Tamil Nadu,Vellore,Coconut,2007,whole_year,22619,Hectare,217200000.0,Nuts,9602.546532
Tamil Nadu,Villupuram,Coconut,2007,whole_year,2026,Hectare,26800000.0,Nuts,13228.03554
Tamil Nadu,Virudhunagar,Coconut,2007,whole_year,8892,Hectare,71600000.0,Nuts,8052.181736
Tamil Nadu,Coimbatore,Coriander,2007,whole_year,1022,Hectare,567.0,Tonnes,0.554794521
Tamil Nadu,Cuddalore,Coriander,2007,whole_year,571,Hectare,231.0,Tonnes,0.404553415
Tamil Nadu,Dharmapuri,Coriander,2007,whole_year,257,Hectare,99.0,Tonnes,0.385214008
Tamil Nadu,Dindigul,Coriander,2007,whole_year,34,Hectare,13.0,Tonnes,0.382352941
Tamil Nadu,Erode,Coriander,2007,whole_year,1,Hectare,,Tonnes,0.0
Tamil Nadu,Kanchipuram,Coriander,2007,whole_year,4,Hectare,2.0,Tonnes,0.5
Tamil Nadu,Karur,Coriander,2007,whole_year,1,Hectare,,Tonnes,0.0
Tamil Nadu,Krishnagiri,Coriander,2007,whole_year,109,Hectare,42.0,Tonnes,0.385321101
Tamil Nadu,Madurai,Coriander,2007,whole_year,310,Hectare,119.0,Tonnes,0.383870968
Tamil Nadu,Namakkal,Coriander,2007,whole_year,3,Hectare,1.0,Tonnes,0.333333333
Tamil Nadu,Perambalur,Coriander,2007,whole_year,505,Hectare,163.0,Tonnes,0.322772277
Tamil Nadu,Ramanathapuram,Coriander,2007,whole_year,1131,Hectare,516.0,Tonnes,0.456233422
Tamil Nadu,Salem,Coriander,2007,whole_year,62,Hectare,24.0,Tonnes,0.387096774
Tamil Nadu,Sivaganga,Coriander,2007,whole_year,8,Hectare,4.0,Tonnes,0.5
Tamil Nadu,Theni,Coriander,2007,whole_year,38,Hectare,15.0,Tonnes,0.394736842
Tamil Nadu,Thoothukudi,Coriander,2007,whole_year,4772,Hectare,446.0,Tonnes,0.093461861
Tamil Nadu,Tiruchirappalli,Coriander,2007,whole_year,604,Hectare,489.0,Tonnes,0.809602649
Tamil Nadu,Tirunelveli,Coriander,2007,whole_year,21,Hectare,9.0,Tonnes,0.428571429
Tamil Nadu,Tiruvannamalai,Coriander,2007,whole_year,35,Hectare,13.0,Tonnes,0.371428571
Tamil Nadu,Vellore,Coriander,2007,whole_year,93,Hectare,36.0,Tonnes,0.387096774
Tamil Nadu,Villupuram,Coriander,2007,whole_year,131,Hectare,50.0,Tonnes,0.381679389
Tamil Nadu,Virudhunagar,Coriander,2007,whole_year,3576,Hectare,2281.0,Tonnes,0.637863535
Tamil Nadu,Coimbatore,Cotton(lint),2007,whole_year,1997,Hectare,2609.0,Bales,1.30645969
Tamil Nadu,Cuddalore,Cotton(lint),2007,whole_year,2253,Hectare,2291.0,Bales,1.0168664
Tamil Nadu,Dharmapuri,Cotton(lint),2007,whole_year,4888,Hectare,10797.0,Bales,2.208878887
Tamil Nadu,Dindigul,Cotton(lint),2007,whole_year,1256,Hectare,3402.0,Bales,2.708598726
Tamil Nadu,Erode,Cotton(lint),2007,whole_year,1983,Hectare,6906.0,Bales,3.482602118
Tamil Nadu,Kanchipuram,Cotton(lint),2007,whole_year,12,Hectare,32.0,Bales,2.666666667
Tamil Nadu,Kanniyakumari,Cotton(lint),2007,whole_year,10,Hectare,17.0,Bales,1.7
Tamil Nadu,Karur,Cotton(lint),2007,whole_year,114,Hectare,302.0,Bales,2.649122807
Tamil Nadu,Krishnagiri,Cotton(lint),2007,whole_year,1245,Hectare,1048.0,Bales,0.841767068
Tamil Nadu,Madurai,Cotton(lint),2007,whole_year,7477,Hectare,11450.0,Bales,1.531362846
Tamil Nadu,Nagapattinam,Cotton(lint),2007,whole_year,1269,Hectare,1505.0,Bales,1.185973207
Tamil Nadu,Namakkal,Cotton(lint),2007,whole_year,3058,Hectare,8831.0,Bales,2.887835186
Tamil Nadu,Perambalur,Cotton(lint),2007,whole_year,15267,Hectare,27492.0,Bales,1.800746709
Tamil Nadu,Pudukkottai,Cotton(lint),2007,whole_year,112,Hectare,296.0,Bales,2.642857143
Tamil Nadu,Ramanathapuram,Cotton(lint),2007,whole_year,2165,Hectare,1639.0,Bales,0.75704388
Tamil Nadu,Salem,Cotton(lint),2007,whole_year,15128,Hectare,36605.0,Bales,2.419685352
Tamil Nadu,Sivaganga,Cotton(lint),2007,whole_year,893,Hectare,1027.0,Bales,1.150055991
Tamil Nadu,Thanjavur,Cotton(lint),2007,whole_year,609,Hectare,1684.0,Bales,2.765188834
Tamil Nadu,The Nilgiris,Cotton(lint),2007,whole_year,5,Hectare,8.0,Bales,1.6
Tamil Nadu,Theni,Cotton(lint),2007,whole_year,1364,Hectare,3570.0,Bales,2.617302053
Tamil Nadu,Thiruvarur,Cotton(lint),2007,whole_year,982,Hectare,1581.0,Bales,1.609979633
Tamil Nadu,Thoothukudi,Cotton(lint),2007,whole_year,4090,Hectare,4413.0,Bales,1.078973105
Tamil Nadu,Tiruchirappalli,Cotton(lint),2007,whole_year,6677,Hectare,16364.0,Bales,2.450801258
Tamil Nadu,Tirunelveli,Cotton(lint),2007,whole_year,3250,Hectare,5943.0,Bales,1.828615385
Tamil Nadu,Tiruvannamalai,Cotton(lint),2007,whole_year,869,Hectare,2451.0,Bales,2.820483314
Tamil Nadu,Vellore,Cotton(lint),2007,whole_year,6625,Hectare,14510.0,Bales,2.190188679
Tamil Nadu,Villupuram,Cotton(lint),2007,whole_year,7014,Hectare,20178.0,Bales,2.876817793
Tamil Nadu,Virudhunagar,Cotton(lint),2007,whole_year,8723,Hectare,13722.0,Bales,1.573082655
Tamil Nadu,Coimbatore,Dry chillies,2007,whole_year,1782,Hectare,3024.0,Tonnes,1.696969697
Tamil Nadu,Cuddalore,Dry chillies,2007,whole_year,169,Hectare,85.0,Tonnes,0.50295858
Tamil Nadu,Dharmapuri,Dry chillies,2007,whole_year,547,Hectare,277.0,Tonnes,0.506398537
Tamil Nadu,Dindigul,Dry chillies,2007,whole_year,1716,Hectare,1889.0,Tonnes,1.100815851
Tamil Nadu,Erode,Dry chillies,2007,whole_year,1113,Hectare,1346.0,Tonnes,1.209344115
Tamil Nadu,Kanchipuram,Dry chillies,2007,whole_year,96,Hectare,49.0,Tonnes,0.510416667
Tamil Nadu,Kanniyakumari,Dry chillies,2007,whole_year,10,Hectare,5.0,Tonnes,0.5
Tamil Nadu,Karur,Dry chillies,2007,whole_year,756,Hectare,503.0,Tonnes,0.665343915
Tamil Nadu,Krishnagiri,Dry chillies,2007,whole_year,468,Hectare,237.0,Tonnes,0.506410256
Tamil Nadu,Madurai,Dry chillies,2007,whole_year,1155,Hectare,584.0,Tonnes,0.505627706
Tamil Nadu,Nagapattinam,Dry chillies,2007,whole_year,28,Hectare,14.0,Tonnes,0.5
Tamil Nadu,Namakkal,Dry chillies,2007,whole_year,200,Hectare,101.0,Tonnes,0.505
Tamil Nadu,Perambalur,Dry chillies,2007,whole_year,2473,Hectare,1698.0,Tonnes,0.686615447
Tamil Nadu,Pudukkottai,Dry chillies,2007,whole_year,53,Hectare,27.0,Tonnes,0.509433962
Tamil Nadu,Ramanathapuram,Dry chillies,2007,whole_year,25352,Hectare,8628.0,Tonnes,0.340328179
Tamil Nadu,Salem,Dry chillies,2007,whole_year,1448,Hectare,1218.0,Tonnes,0.841160221
Tamil Nadu,Sivaganga,Dry chillies,2007,whole_year,4564,Hectare,2028.0,Tonnes,0.444347064
Tamil Nadu,Thanjavur,Dry chillies,2007,whole_year,8,Hectare,4.0,Tonnes,0.5
Tamil Nadu,The Nilgiris,Dry chillies,2007,whole_year,22,Hectare,11.0,Tonnes,0.5
Tamil Nadu,Theni,Dry chillies,2007,whole_year,189,Hectare,96.0,Tonnes,0.507936508
Tamil Nadu,Thiruvallur,Dry chillies,2007,whole_year,527,Hectare,366.0,Tonnes,0.694497154
Tamil Nadu,Thiruvarur,Dry chillies,2007,whole_year,9,Hectare,5.0,Tonnes,0.555555556
Tamil Nadu,Thoothukudi,Dry chillies,2007,whole_year,15275,Hectare,5890.0,Tonnes,0.385597381
Tamil Nadu,Tiruchirappalli,Dry chillies,2007,whole_year,1814,Hectare,1108.0,Tonnes,0.610804851
Tamil Nadu,Tirunelveli,Dry chillies,2007,whole_year,2741,Hectare,2159.0,Tonnes,0.787668734
Tamil Nadu,Tiruvannamalai,Dry chillies,2007,whole_year,348,Hectare,176.0,Tonnes,0.505747126
Tamil Nadu,Vellore,Dry chillies,2007,whole_year,592,Hectare,299.0,Tonnes,0.505067568
Tamil Nadu,Villupuram,Dry chillies,2007,whole_year,201,Hectare,102.0,Tonnes,0.507462687
Tamil Nadu,Virudhunagar,Dry chillies,2007,whole_year,3752,Hectare,2155.0,Tonnes,0.574360341
Tamil Nadu,Dindigul,Garlic,2007,whole_year,342,Hectare,2086.0,Tonnes,6.099415205
Tamil Nadu,Erode,Garlic,2007,whole_year,39,Hectare,220.0,Tonnes,5.641025641
Tamil Nadu,The Nilgiris,Garlic,2007,whole_year,124,Hectare,688.0,Tonnes,5.548387097
Tamil Nadu,Dindigul,Ginger,2007,whole_year,3,Hectare,56.0,Tonnes,18.66666667
